시군명,설립구분명,시설명,전화번호,팩스번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
이천시,공립,이천사동초등학교병설유치원,031-638-9162,031-638-9168,경기도 이천시 대월면 사동리 439-1번지,경기도 이천시 대월면 대산로208번길 222,17338,37.2436413905,127.4861771009
이천시,공립,이천초등학교병설유치원,031-633-1360,031-635-1360,경기도 이천시 창전동 421-21번지 이천초등학교,경기도 이천시 서희로81번길 20,17365,37.2836289294,127.4421846840
이천시,공립,장천초등학교병설유치원,031-642-7966,031-641-0531,경기도 이천시 설성면 장천리 360-1번지 장천초등학교,경기도 이천시 설성면 설성로 165-25,17411,37.1454575312,127.5281769811
이천시,공립,진가초등학교병설유치원,031-633-7307,031-632-4437,경기도 이천시 모가면 진가리 156번지 진가초등학교,경기도 이천시 모가면 진상미로 1321-14,17408,37.1743711071,127.4792948535
이천시,공립,표교초등학교병설유치원,031-638-3720,031-635-8656,경기도 이천시 마장면 목리 228번지 표교초등학교,경기도 이천시 마장면 중부대로609번길 28-1,17384,37.2565204557,127.4057983075
이천시,공립,호법초등학교병설유치원,031-633-5647,031-632-0117,경기도 이천시 호법면 후안리 295번지 호법초등학교병설유치원,경기도 이천시 호법면 이섭대천로537번길 8,17394,37.2240268011,127.4271911774
이천시,사립,나루유치원,031-632-7793,031-632-7706,경기도 이천시 부발읍 가산리 589번지 나루 유치원,경기도 이천시 부발읍 황무로 1911-79,17405,37.2499198686,127.5165367380
이천시,사립,봄밭유치원,031-632-2015,031-632-2922,경기도 이천시 부발읍 가산리 277-1번지,경기도 이천시 부발읍 황무로1973번길 178-39,17405,37.2454996210,127.5218715141
이천시,공립,나래초등학교병설유치원,031-641-1669,031-641-6153,경기도 이천시 장호원읍 나래리 293-1번지 나래초등학교,경기도 이천시 장호원읍 이풍로63번길 114,17414,37.1696243733,127.5875903247
이천시,공립,대월초등학교병설유치원,031-633-2420,031-633-9375,경기도 이천시 대월면 초지리 426-1번지 대월초등학교,경기도 이천시 대월면 대평로178번길 48,17343,37.2234492448,127.4927973319
이천시,공립,마장초등학교병설유치원,031-632-8763,031-633-4095,경기도 이천시 마장면 오천리 71번지 마장초등학교,경기도 이천시 마장면 오천로 130,17387,37.2466073855,127.3585323122
이천시,공립,부발초등학교병설유치원,031-633-3379,031-634-5025,경기도 이천시 부발읍 무촌리 195-5번지,경기도 이천시 부발읍 무촌로 155,17324,37.2866020948,127.4883687364
이천시,공립,설성초등학교병설유치원,031-641-0645,031-641-7716,경기도 이천시 설성면 행죽리 78-1번지 설성초등학교,경기도 이천시 설성면 진상미로264번길 21-165,17413,37.1100422254,127.5372363921
이천시,공립,신하초등학교병설유치원,031-638-4301,031-637-6755,경기도 이천시 부발읍 신하리 374-2번지 신하초등학교,경기도 이천시 부발읍 경충대로2250번길 12,17327,37.2608903934,127.4786555658
이천시,공립,이천단월초등학교병설유치원,031-633-4360,031-633-5808,경기도 이천시 단월동 182-3번지 이천단월초등학교,경기도 이천시 단월로 98,17400,37.2273080402,127.4512439178
이천시,공립,이천송정초등학교병설유치원,031-631-8436,031-631-8434,경기도 이천시 송정동 375-23번지 송정초등학교,경기도 이천시 영창로45번길 165,17344,37.2942666687,127.4332693646
이천시,공립,이황초등학교병설유치원,031-641-1152,031-641-4884,경기도 이천시 장호원읍 이황리 159번지 이황초등학교,경기도 이천시 장호원읍 경충대로 456-20,17414,37.1455123160,127.5876748058
이천시,공립,장호원초등학교병설유치원,031-641-4501,031-641-2483,경기도 이천시 장호원읍 장호원리 104번지 장호원초등학교,경기도 이천시 장호원읍 장감로 46,17420,37.1159859534,127.6281659901
이천시,사립,성모유치원,031-633-6370,031-637-3971,경기도 이천시 중리동 178-5번지 천주교이천성당,경기도 이천시 중리천로 32,17375,37.2799392995,127.4409567403
이천시,사립,아이유치원,031-633-1306,031-638-3843,경기도 이천시 송정동 78-10번지,경기도 이천시 아리역로 39-1,17353,37.2888274306,127.4447071270
이천시,사립,영재유치원,031-631-1677,031-631-1678,경기도 이천시 증일동 97-30번지 영재유치원,경기도 이천시 부악로73번길 14-48,17380,37.2693820654,127.4377726397
이천시,사립,장미유치원,031-642-3239,031-642-3241,경기도 이천시 장호원읍 송산리 484번지 장미어린이집,경기도 이천시 장호원읍 서동대로8543번길 109,17415,37.1185475293,127.5815039743
이천시,사립,큰별유치원,031-632-0057,031-632-0057,경기도 이천시 마장면 오천리 63번지 큰별어린이집,경기도 이천시 마장면 오천로 94,17387,37.2492988546,127.3563921671
이천시,사립,한마음유치원,031-633-7799,031-635-5505,경기도 이천시 백사면 모전리 557-4번지,경기도 이천시 백사면 청백리로 64-28,17316,37.3019661981,127.4700150659
이천시,사립,한울숲유치원,031-636-7878,031-636-9922,경기도 이천시 호법면 유산리 550-16번지,경기도 이천시 호법면 이섭대천로783번길 1,17393,37.2408031587,127.4397947567
이천시,공립,한내초등학교병설유치원,031-636-9649,031-636-9385,경기도 이천시 증포동 70-5번지 한내초등학교,경기도 이천시 갈산로 71,17348,37.2900522988,127.4614271147
이천시,사립,그린나래유치원,031-632-6710,031-634-6710,경기도 이천시 갈산동 87-3번지 예그랑유치원,경기도 이천시 증신로 22-57,17350,37.2808844462,127.4649008314
이천시,사립,아미하늘땅별땅유치원,031-638-8488,031-638-8491,경기도 이천시 부발읍 아미리 492번지,경기도 이천시 부발읍 신아로 101-69,17327,37.2626629058,127.4903456586
파주시,사립,솔가람유치원,031-946-2123,031-946-5123,경기도 파주시 와동동 1332번지 가람마을5단지,,10895,37.7351179749,126.7623794549
파주시,사립,수정유치원,031-941-3939,031-943-3221,경기도 파주시 조리읍 대원리 637-5번지,경기도 파주시 조리읍 대원로 215,10942,37.7355619355,126.8022312853
파주시,사립,아트숲유치원,031-945-8333,031-945-8335,경기도 파주시 야당동 229번지,경기도 파주시 송학1길 126-50,10909,37.7157896439,126.7654360992
파주시,사립,예성유치원,031-946-3373,031-946-3353,경기도 파주시 와동동 1308번지 가람마을1단지벽산한라아파트,,10895,37.7329558120,126.7537649261
파주시,사립,예일유치원,031-942-6633,031-949-8327,경기도 파주시 동패동 1689번지,경기도 파주시 책향기로 395,10885,37.7244535426,126.7153866632
파주시,사립,이화유치원,031-953-1970,031-953-1979,경기도 파주시 파주읍 향양리 188-3번지,경기도 파주시 파주읍 바리골길 114,10833,37.8489416880,126.8159790677
파주시,사립,참한빛유치원,031-948-7955,031-948-7958,경기도 파주시 야당동 1026번지 한빛마을7단지,,10906,37.7084818068,126.7518736450
파주시,사립,초록별숲유치원,031-953-3011,031-953-3012,경기도 파주시 문산읍 내포리 221-2번지,경기도 파주시 문산읍 휴암로635번길 7,10841,37.8460820853,126.7778459891
파주시,사립,파주국제유치원,031-9953-8617,031-953-8610,경기도 파주시 문산읍 당동리 730-3번지 파주국제유치원,경기도 파주시 문산읍 반구정로2번길 35-16,10817,37.8673548197,126.7605069932
파주시,사립,팜스신나는유치원,031-941-6114,031-941-6133,경기도 파주시 금촌동 7-36번지,경기도 파주시 송화로 73-42,10850,37.7746411821,126.7752023793
파주시,사립,학이유치원,031-954-1114,031-954-3253,경기도 파주시 문산읍 선유리 735-5번지,경기도 파주시 문산읍 사임당로 30,10813,37.8597131231,126.7974861575
파주시,사립,해마루유치원,031-939-1552,031-939-1552,경기도 파주시 와동동 1404번지 해솔마을 7단지 롯데캐슬 해솔7단지 유치원,경기도 파주시 가온로 205,10898,37.7214546134,126.7514102105
파주시,사립,행복한유치원,031-944-6148,031-945-6148,경기도 파주시 조리읍 대원리 992-7번지,경기도 파주시 조리읍 능안로 39,10936,37.7419772079,126.8025089523
파주시,사립,혜성유치원,031-944-8792,031-944-0994,경기도 파주시 조리읍 등원리 392-2번지,경기도 파주시 조리읍 고산말길 10-19,10949,37.7514771353,126.7995104390
파주시,사립,홍익늘푸른유치원,031-945-2934,031-941-0772,경기도 파주시 금촌동 934-4번지,경기도 파주시 동산3길 5,10927,37.7592334306,126.7698252076
파주시,사립,홍익유치원,031-948-2136,031-948-2128,경기도 파주시 당하동 259-4번지 홍익유치원,경기도 파주시 성재길 3,10870,37.7367586338,126.7499063355
파주시,공립,석곶초등학교병설유치원,031-949-8319,031-949-8322,경기도 파주시 동패동 1700번지 석곶초등학교,경기도 파주시 책향기로 451,10874,37.7248746932,126.7219071836
파주시,공립,신산초등학교병설유치원,031-947-4179,031-947-4177,경기도 파주시 광탄면 신산리 199번지 신산초등학교,경기도 파주시 광탄면 심궁로 13,10948,37.7802520031,126.8525332191
파주시,공립,연풍초등학교병설유치원,031-952-0667,031-953-0623,경기도 파주시 파주읍 연풍리 427번지 연풍초등학교,경기도 파주시 파주읍 연풍초교길 25,10834,37.8306624875,126.8344723042
파주시,공립,영도초등학교병설유치원,031-945-4048,031-945-2415,경기도 파주시 월롱면 위전리 32-12번지 영도초등학교 병설유치원,경기도 파주시 월롱면 도감로172번길 89,10946,37.7871979692,126.8037037966
파주시,공립,와석초등학교병설유치원,031-957-8714,031-957-8725,경기도 파주시 야당동 1008번지 와석초등학교,경기도 파주시 한빛로 7,10907,37.7103137013,126.7532623668
파주시,공립,용연초등학교병설유치원,031-958-7450,031-959-7544,경기도 파주시 파평면 눌노리 171-10번지,경기도 파주시 파평면 청송로402번길 77-5,10801,37.9282637707,126.8570549264
파주시,공립,운광초등학교병설유치원,031-943-7913,031-943-4079,경기도 파주시 동패동 1769번지 운광초등학교 병설유치원,경기도 파주시 한울로 90,10905,37.7092332746,126.7411316675
파주시,공립,웅담초등학교병설유치원,031-958-6529,031-959-7531,경기도 파주시 법원읍 웅담리 387-1번지 웅담초등학교,경기도 파주시 법원읍 수작골길 14,10806,37.9138543690,126.8956339442
파주시,공립,자유초등학교병설유치원,031-954-3815,031-954-3814,경기도 파주시 문산읍 당동리 939번지 자유초등학교,경기도 파주시 문산읍 방촌로 1722,10815,37.8653786307,126.7866515404
파주시,공립,적서초등학교병설유치원,031-959-4115,031-959-7553,경기도 파주시 적성면 식현리 54-1번지 적서초등학교,경기도 파주시 적성면 적서초교길 3,10801,37.9505949712,126.8965476423
파주시,공립,지산초등학교병설유치원,031-943-4209,031-945-2389,경기도 파주시 와동동 1339-5번지 지산초등학교,경기도 파주시 경의로 1274,10895,37.7307557572,126.7615994995
파주시,공립,천현초등학교병설유치원,031-958-6284,031-959-7537,경기도 파주시 법원읍 법원리 440-1번지 천현초등학교,경기도 파주시 법원읍 사임당로 875,10826,37.8490778143,126.8779691968
파주시,공립,청암초등학교병설유치원,031-943-3439,031-943-3446,경기도 파주시 목동동 114-46번지 청암초등학교,경기도 파주시 청암로 16,10871,37.7307050022,126.7379592618
파주시,공립,통일초등학교병설유치원,031-945-1964,031-945-1994,경기도 파주시 탄현면 법흥리 1719번지,경기도 파주시 탄현면 사슴벌레로 14,10861,37.7746442467,126.7039895177
파주시,공립,파주대원초등학교병설유치원,031-948-7022,031-948-7023,경기도 파주시 조리읍 대원리 203번지,경기도 파주시 조리읍 대원로 30,10943,37.7270940563,126.8195071771
파주시,공립,파주송화초등학교병설유치원,031-947-1654,031-947-6090,경기도 파주시 아동동 277번지 파주송화초등학교,경기도 파주시 송화로 39,10851,37.7745039064,126.7787895448
파주시,공립,파주초등학교병설유치원,031-953-5024,031-954-2081,경기도 파주시 파주읍 파주리 432-1번지,경기도 파주시 파주읍 우계로53번길 34,10835,37.8324729570,126.8162591664
파주시,공립,파평초등학교병설유치원,031-953-7424,031-953-8273,경기도 파주시 파평면 두포리 260번지 파평초등학교,경기도 파주시 파평면 파평산로478번길 37,10809,37.9033548207,126.8378884050
파주시,공립,한빛초등학교병설유치원,031-950-3180,031-950-3188,경기도 파주시 야당동 983번지 한빛초등학교,경기도 파주시 미래로408번길 77,10907,37.7146241702,126.7508548901
파주시,공립,심학초등학교병설유치원,031-957-1903,031-957-1906,경기도 파주시 동패동 1079번지 심학초등학교 병설유치원,경기도 파주시 교하로681번길 33,10883,37.7075935626,126.7032950763
파주시,사립,교하슬기유치원,031-946-3193,031-946-4593,경기도 파주시 동패동 1710번지,경기도 파주시 책향기로 197,10874,37.7214825179,126.7199917972
파주시,사립,소화유치원,031-958-2789,031-959-8482,경기도 파주시 법원읍 법원리 443-5번지,경기도 파주시 법원읍 사임당로 872-1,10826,37.8481132800,126.8774709071
파주시,공립,갈현초등학교병설유치원,031-945-9022,031-944-7819,경기도 파주시 탄현면 갈현리 653-1번지 갈현초등학교 병설유치원,경기도 파주시 탄현면 평화로591번길 76,10860,37.7715869299,126.7172699704
파주시,공립,군내초등학교병설유치원,031-954-4391,031-954-2117,경기도 파주시 군내면 백연리 480-122번지,경기도 파주시 군내면 통일촌길 226,10800,37.9057072164,126.7314886239
파주시,공립,금신초등학교병설유치원,031-941-1937,031-943-2667,경기도 파주시 금촌동 369-1번지,경기도 파주시 금신초교길 10,10854,37.7668954434,126.7718213396
파주시,공립,금향초등학교병설유치원,031-957-9056,031-957-9058,경기도 파주시 금촌동 1007번지 금향초등학교,경기도 파주시 쇠재로 123,10919,37.7522555033,126.7767347590
파주시,공립,능안초등학교병설유치원,031-948-0891,031-946-0904,경기도 파주시 조리읍 능안리 53-6번지 능안초등학교,경기도 파주시 조리읍 능안로 145,10935,37.7401491267,126.7926548892
파주시,공립,도마산초등학교병설유치원,031-957-1354,031-957-1353,경기도 파주시 광탄면 창만리 80-8번지 도마산초등학교 병설유치원,경기도 파주시 광탄면 부흥로 257,10831,37.8016140234,126.8759712788
파주시,공립,두일유치원,031-949-2013,031-949-6121,경기도 파주시 동패동 1743번지 두일유치원,경기도 파주시 책향기숲길 47,10885,37.7197009983,126.7135449299
파주시,공립,마지초등학교병설유치원,031-959-7320,031-959-7555,"경기도 파주시 적성면 마지리 60-4번지 마지초등학교, 마지초등학교병설유치원",경기도 파주시 적성면 칠중1길 39,10803,37.9521269835,126.9194374651
파주시,공립,문산초등학교병설유치원,031-952-9802,031-954-2027,경기도 파주시 문산읍 문산리 86번지 문산초등학교 병설유치원,경기도 파주시 문산읍 문향로67번길 58,10821,37.8604978189,126.7830067103
파주시,공립,봉일천초등학교병설유치원,031-941-4015,031-942-9974,경기도 파주시 조리읍 봉일천리 191-6번지 봉일천초등학교 병설유치원,경기도 파주시 조리읍 통일로 333,10937,37.7446515917,126.8070060659
파주시,사립,딩동댕유치원,031-941-5567,031-941-5586,경기도 파주시 검산동 266-15번지,경기도 파주시 평화로 340,10848,37.7725602497,126.7447335898
파주시,사립,빛고운유치원,031-947-9987,031-947-8772,경기도 파주시 동패동 1772번지 한울마을7단지삼부르네상스아파트,,10905,37.7084572230,126.7446612519
파주시,사립,새빛유치원,031-958-1458,031-958-1456,경기도 파주시 법원읍 법원리 436-7번지,경기도 파주시 법원읍 사임당로 857,10826,37.8488596348,126.8761403053
파주시,사립,샛별유치원,031-945-7268,031-945-7266,경기도 파주시 아동동 211번지 샛별유치원,경기도 파주시 시청로 62-28,10932,37.7594262053,126.7810138815
파주시,사립,신애유치원,031-947-7550,031-947-7512,경기도 파주시 광탄면 신산리 148-1번지,경기도 파주시 광탄면 혜음로 1060,10948,37.7773129795,126.8510295020
파주시,사립,예림유치원,031-952-1095,031-952-1096,경기도 파주시 파주읍 향양리 390-2번지,경기도 파주시 파주읍 성현로 67,10833,37.8548557328,126.8127825614
파주시,사립,예은유치원,031-948-0202,031-948-6006,경기도 파주시 야당동 1014번지,경기도 파주시 한빛로 30,10908,37.7123168316,126.7546846084
파주시,사립,유정유치원,031-945-4575,031-945-6393,경기도 파주시 와동동 1350번지,경기도 파주시 금바위로 35,10894,37.7275142158,126.7581503163
파주시,사립,자연유치원,031-953-7890,031-622-9288,경기도 파주시 파평면 율곡리 149-62번지,경기도 파주시 파평면 장승배기로314번길 55-24,10809,37.8930738897,126.8187779222
파주시,사립,초록별유치원,031-953-3011,031-953-3011,경기도 파주시 문산읍 문산리 77-3번지,경기도 파주시 문산읍 문향로75번길 49,10821,37.8598323164,126.7836450449
파주시,사립,파주발트유치원,031-945-5275,031-945-5276,경기도 파주시 서패동 246-7번지,경기도 파주시 돌곶이길 163-1,10883,37.7117933196,126.6933322289
파주시,사립,프라임유치원,031-957-0068,031-957-2559,경기도 파주시 와동동 1356번지 월드메르디앙,,10894,37.7260629260,126.7534930955
파주시,공립,가온유치원,031-949-7363,031-949-7365,경기도 파주시 목동동 687번지 가온유치원,경기도 파주시 가온로 134,10900,37.7203999930,126.7469903209
파주시,공립,검산초등학교병설유치원,031-941-3122,031-945-1810,"경기도 파주시 검산동 548-2번지 검산초교병설유치원,검산초등학교",경기도 파주시 검산로 10,10848,37.7760347565,126.7392391287
파주시,공립,교하초등학교병설유치원,031-943-8812,031-945-1950,경기도 파주시 교하동 337번지 교하초등학교 병설유치원,경기도 파주시 동편길 13,10867,37.7535911535,126.7469895286
파주시,공립,금릉초등학교병설유치원,031-8071-9009,031-8071-9028,경기도 파주시 금촌동 994번지 금릉초등학교,경기도 파주시 후곡로 56,10920,37.7522570473,126.7728767547
파주시,공립,금촌유치원,031-945-4393,031-945-4394,경기도 파주시 금촌동 929-1번지 금촌유치원,경기도 파주시 동산3길 38-11,10927,37.7616203303,126.7695113097
파주시,공립,금화초등학교병설유치원,031-957-9916,031-957-0474,경기도 파주시 금촌동 974번지 금화초등학교 병설유치원,경기도 파주시 새꽃로 55,10914,37.7547336529,126.7677967847
파주시,공립,대성동초등학교병설유치원,031-952-6113,031-954-0407,경기도 파주시 군내면 조산리 산32번지,경기도 파주시 군내면 대성동길 150,10800,37.9433181364,126.6804297881
파주시,공립,덕암초등학교병설유치원,031-941-4153,031-944-0484,경기도 파주시 조리읍 뇌조리 457-1번지 덕암초등학교,경기도 파주시 조리읍 등원로 199,10949,37.7649248710,126.8193457192
파주시,공립,동패초등학교병설유치원,031-949-7360,031-949-7361,경기도 파주시 동패동 1795번지 동패초등학교 병설유치원,경기도 파주시 교하로 272,10901,37.7170965838,126.7402080127
파주시,공립,마정초등학교병설유치원,031-953-4083,031-954-2069,경기도 파주시 문산읍 마정리 540번지 마정초등학교,경기도 파주시 문산읍 마정로124번길 13,10808,37.8919310210,126.7599034966
파주시,공립,문발유치원,031-949-9466,031-949-9469,경기도 파주시 문발동 555번지 문발유치원,경기도 파주시 노을빛로 21,10879,37.7259009195,126.7068284306
파주시,공립,문산동초등학교병설유치원,031-953-8150,031-953-2677,경기도 파주시 문산읍 선유리 788-1번지 문산동초등학교 병설유치원,경기도 파주시 문산읍 선유울3길 85,10812,37.8653272528,126.7982319896
파주시,공립,법원초등학교병설유치원,031-959-4725,031-959-7535,경기도 파주시 법원읍 법원리 500번지 법원초등학교,경기도 파주시 법원읍 술이홀로 970-9,10826,37.8564405367,126.8799225767
파주시,공립,삼성초등학교병설유치원,031-942-7326,031-942-9967,경기도 파주시 탄현면 금승리 491번지 삼성초등학교병설유치원,경기도 파주시 탄현면 방촌로 1009-20,10857,37.8252746102,126.7327148131
파주시,공립,새금초등학교병설유치원,031-957-5909,031-957-5910,경기도 파주시 금촌동 1018번지 새금초등학교,경기도 파주시 후곡로 104,10916,37.7478965502,126.7729356363
파주시,공립,임진초등학교병설유치원,031-954-4046,031-954-4048,경기도 파주시 문산읍 문산리 21번지 임진초등학교 병설유치원,경기도 파주시 문산읍 문향로17번길 36,10823,37.8544107547,126.7847632830
파주시,사립,문산중앙유치원,031-953-2323,031-954-1608,경기도 파주시 문산읍 선유리 297-10번지,경기도 파주시 문산읍 장승배기로 54-22,10811,37.8724620919,126.8085321052
파주시,공립,용미초등학교병설유치원,031-942-0258,031-943-3986,경기도 파주시 광탄면 용미리 72-1번지 용미초등학교 병설유치원,경기도 파주시 광탄면 장지산로 78,10955,37.7431816606,126.8879727419
파주시,공립,운정초등학교병설유치원,031-8071-1688,031-8071-1689,경기도 파주시 야당동 1027번지 운정초등학교,경기도 파주시 와석순환로 35-34,10906,37.7077925446,126.7539852599
파주시,공립,월롱초등학교병설유치원,031-944-2597,031-944-2568,경기도 파주시 월롱면 덕은리 303-1번지 월롱초등학교,경기도 파주시 월롱면 월롱초교길 40,10844,37.8007782610,126.7802316905
파주시,공립,장파초등학교병설유치원,031-958-9990,031-959-8152,경기도 파주시 파평면 장파리 348-1번지 장파초등학교,경기도 파주시 파평면 장마루5길 11,10801,37.9410132712,126.8376677356
파주시,공립,적암초등학교병설유치원,031-958-4441,031-959-7556,경기도 파주시 적성면 적암리 83-2번지 적암초등학교,경기도 파주시 적성면 율곡로 3042,10804,37.9875897916,127.0037584020
파주시,공립,청석초등학교병설유치원,031-943-9710,031-941-0114,경기도 파주시 다율동 983번지,경기도 파주시 청석로 330,10875,37.7306796646,126.7193215637
파주시,공립,탄현초등학교병설유치원,031-942-7943,031-942-9978,경기도 파주시 탄현면 축현리 489-1번지,경기도 파주시 탄현면 방촌로653번길 4,10858,37.8030031801,126.7173761322
파주시,공립,파양초등학교병설유치원,031-954-2494,031-954-2043,경기도 파주시 문산읍 이천리 249-1번지 파양초등학교병설유치원,경기도 파주시 문산읍 배머리길 90-70,10810,37.8609910971,126.8365851520
파주시,공립,파주와동초등학교병설유치원,031-946-3265,031-946-2675,경기도 파주시 와동동 1348-1번지 파주와동초등학교 병설유치원,경기도 파주시 금바위로 17,10894,37.7263405023,126.7569631530
파주시,공립,한가람유치원,031-8071-5256,031-8071-5257,경기도 파주시 와동동 1318번지,경기도 파주시 금바위로 87,10895,37.7318164981,126.7560942494
파주시,사립,동문한우리유치원,031-948-0127,031-948-0129,경기도 파주시 조리읍 대원리 237-5번지,경기도 파주시 조리읍 대원로 32,10943,37.7270652046,126.8183388964
파주시,공립,해솔초등학교병설유치원,031-944-2215,031-944-2216,경기도 파주시 목동동 664번지 해솔초등학교 병설유치원,경기도 파주시 해솔로 40,10893,37.7263737580,126.7471852882
파주시,사립,가온호수유치원,031-945-7008,031-949-7008,경기도 파주시 야당동 991번지 한빛마을5단지캐슬앤칸타빌,,10908,37.7155026304,126.7572711729
파주시,사립,금잔디유치원,031-948-1324,031-948-1325,경기도 파주시 야동동 133번지 금잔디유치원,경기도 파주시 창곡동길 40-17,10849,37.7734732399,126.7632313963
파주시,사립,꿈나무유치원,031-941-4393,031-941-4392,경기도 파주시 금릉동 199-128번지,경기도 파주시 독암길 12,10932,37.7549788891,126.7828200637
파주시,사립,꿈의유치원,031-944-7959,031-944-7951,경기도 파주시 금촌동 424-6번지,경기도 파주시 정담길 112,10852,37.7707273635,126.7732962506
파주시,사립,동화나라유치원,031-948-8889,031-948-0287,경기도 파주시 송촌동 578-65번지,경기도 파주시 소라지로 243,10863,37.7446200171,126.6917773317
파주시,사립,드림유치원,031-946-5611,031-946-5613,경기도 파주시 목동동 658번지,경기도 파주시 해솔로 80,10893,37.7279298602,126.7460115743
파주시,사립,명지유치원,031-941-0116,031-941-9337,경기도 파주시 다락1길 46(다율동) ,,,,
파주시,사립,뽀뽀뽀유치원,031-954-1900,031-954-1907,경기도 파주시 파주읍 봉서리 394번지,경기도 파주시 파주읍 충현로 42-6,10836,37.8488310123,126.7930625039
파주시,사립,새롬유치원,031-948-9741,031-948-9743,경기도 파주시 아동동 283-9번지,경기도 파주시 송화로 35,10851,37.7737287274,126.7785989287
파주시,사립,새아란유치원,031-947-5100,031-947-5103,경기도 파주시 목동동 2-117번지 해솔마을2단지월드메르디앙,,10893,37.7262320578,126.7441798592
평택시,공립,현촌초등학교병설유치원,031-617-8693,031-617-8695,경기도 평택시 용이동 179번지,경기도 평택시 현촌2로 30,17868,37.0009370661,127.1348082780
평택시,공립,홍원초등학교병설유치원,031-683-9484,031-683-9858,경기도 평택시 포승읍 홍원리 58-4번지 홍원초등학교,경기도 평택시 포승읍 외원길 26,17813,37.0140757049,126.8894393554
평택시,사립,가람유치원,031-668-3791,031-668-3990,경기도 평택시 이충동 433-18번지,경기도 평택시 둥구재길 22,17781,37.0584838645,127.0614802077
평택시,사립,꿈터유치원,031-654-0933,031-656-0933,경기도 평택시 비전동 813-1번지 태산아파트,,17883,36.9983249627,127.1065613068
평택시,사립,다우리유치원,031-658-9955,031-654-9933,경기도 평택시 용이동 15번지,경기도 평택시 구룡길 61-14,17868,36.9999944248,127.1396935772
평택시,사립,대일유치원,031-682-1100,031-686-7447,경기도 평택시 안중읍 학현리 463-9번지 대일유치원,경기도 평택시 안중읍 학현4길 26,17816,36.9920444899,126.9224413833
평택시,사립,드림153유치원,031-684-0382,031-682-0384,경기도 평택시 포승읍 도곡리 1135번지,경기도 평택시 포승읍 여술4길 18-9,17955,36.9900742864,126.8448356353
평택시,사립,아이온세상유치원,031-666-5432,031-667-3007,경기도 평택시 장당동 482-6번지 아이온세상유치원,경기도 평택시 탄현로1번길 27,17783,37.0526842108,127.0546405616
평택시,사립,안중유치원,031-682-1288,031-681-3147,경기도 평택시 안중읍 안중리 148-7번지 안중유치원,경기도 평택시 안중읍 경성1길 27,17935,36.9894329975,126.9400458829
평택시,사립,엔젤라유치원,031-666-3118,031-667-3118,경기도 평택시 서정동 85-4번지 안젤라유치원,경기도 평택시 송탄2로 10-5,17766,37.0708760010,127.0560360254
평택시,사립,예일유치원,031-657-7472,031-658-7472,경기도 평택시 통복동 379번지 예일유치원,경기도 평택시 화촌2길 7-11,17923,36.9919434389,127.0721118466
평택시,사립,유진유치원,031-664-3577,031-664-3576,경기도 평택시 지산동 1134번지 미주2차아파트,,17729,37.0790357223,127.0640600994
평택시,사립,이화유치원,031-651-9986,031-653-9932,경기도 평택시 비전동 272-3번지,경기도 평택시 평택5로 174,17883,36.9962722360,127.1045813765
평택시,사립,창의유치원,031-686-6900,031-686-6902,경기도 평택시 청북읍 옥길리 287-7번지,경기도 평택시 청북읍 옥길1길 156-2,17801,37.0268803988,126.9108854274
평택시,사립,평택소화유치원,031-654-2703,031-657-1558,경기도 평택시 비전동 626-31번지,경기도 평택시 평택2로 61,17895,36.9963286121,127.0903707179
평택시,사립,풀꽃향기유치원,031-686-7796,061-686-7796,경기도 평택시 청북읍 옥길리 1071번지 평택브라운스톤청북아파트,,17802,37.0202896958,126.9059714334
평택시,사립,한스유치원,031-666-0279,031-668-9033,경기도 평택시 이충동 125-13번지 한스유치원,경기도 평택시 정암로 126-39,17739,37.0543786949,127.0714490024
평택시,사립,현화프라임유치원,031-686-9001,031-686-9003,경기도 평택시 안중읍 현화리 857-1번지,경기도 평택시 안중읍 안중로8번길 44,17940,36.9823793443,126.9275507661
평택시,공립,종덕초등학교병설유치원,031-668-5593,031-667-3661,경기도 평택시 고덕면 두릉리 608-1번지 종덕초등학교,경기도 평택시 고덕면 청원로 802,17770,37.0570649016,127.0161709070
평택시,사립,꿈꾸는숲유치원,031-662-0661,031-662-0664,경기도 평택시 이충동 677번지 꿈꾸는숲유치원,경기도 평택시 이충로 19,17736,37.0587319128,127.0695303698
평택시,사립,성혜유치원,031-650-1220,031-657-9143,경기도 평택시 독곡동 471번지,경기도 평택시 지산천로 34-51,17720,37.0845412836,127.0638620806
평택시,공립,평택도곡초등학교병설유치원,070-7096-5000,031-683-3940,경기도 평택시 포승읍 도곡리 1111번지 평택도곡초등학교 병설유치원,경기도 평택시 포승읍 여술로44번길 5,17954,36.9886817324,126.8479499603
평택시,공립,평택안일초등학교병설유치원,031-686-5270,031-686-5265,경기도 평택시 안중읍 현화리 845-1번지 안일초등학교,경기도 평택시 안중읍 안중로 13,17939,36.9824944092,126.9243496042
평택시,공립,평택지산초등학교병설유치원,031-668-9287,031-663-9288,경기도 평택시 지산동 1090번지 평택지산초등학교 병설유치원,경기도 평택시 지산2로 57,17763,37.0770363060,127.0622254477
평택시,공립,평택초등학교병설유치원,031-651-3812,031-657-3815,경기도 평택시 평택동 110-2번지,경기도 평택시 원평2로 4,17921,36.9891354039,127.0812864388
